missing,Date,FighterName,OpponentName,wager_A,wager_B,opener_A,opener_B,bet365_A,bet365_B,888sport_A,888sport_B,unibet_A,unibet_B,betway_A,betway_B,FighterOpener,Opponent,Res.,Decision,Rnd,Time,Event,OpponentID,FighterID
False,2019-06-29,anthony rocco martin,demian maia,59%,41%,+131,-151,+150,-175,+150,-190,+150,-190,+140,-175,0.41846584751838084,,,,,,,,
False,2019-06-29,joseph benavidez,jussier formiga,55%,45%,-170,+145,-138,+110,-155,+125,-155,+125,-154,+120,0.6067006554989074,,,,,,,,
False,2019-06-29,junior dos santos,francis ngannou,53%,47%,+210,-245,+188,-225,+185,-230,+185,-230,+175,-250,0.3123585332729742,,,,,,,,
False,2019-07-06,pannie kianzad,julia avila,50%,50%,+185,-220,,,,,,,,,0.337909186906019,,,,,,,,
False,2019-07-06,chance rencountre,ismail naurdiev,40%,60%,+385,-500,,,,,,,,,0.1983471074380165,,,,,,,,
False,2019-07-06,jack marshman,edmen shahbazyan,65%,35%,+330,-410,,,,,,,,,0.22437307523097227,,,,,,,,
False,2019-07-06,song yadong,alejandro perez,49%,51%,-215,+185,,,,,,,,,0.6604688763136621,,,,,,,,
False,2019-07-06,randa markos,claudia gadelha,61%,39%,+235,-275,,,,,,,,,0.2892960462873674,,,,,,,,
False,2019-07-06,nohelin hernandez,marlon vera,55%,45%,+340,-410,,,,,,,,,0.22039757994814171,,,,,,,,
False,2019-07-06,arnold allen,gilbert melendez,48%,52%,-335,+275,,,,,,,,,0.7427937915742794,,,,,,,,
False,2019-07-06,michael chiesa,diego sanchez,33%,67%,-300,+250,,,,,,,,,0.7241379310344829,,,,,,,,
False,2019-07-06,luke rockhold,jan blachowicz,44%,56%,-180,+155,,,,,,,,,0.6211096075778079,,,,,,,,
False,2019-07-06,ben askren,jorge masvidal,41%,59%,-240,+205,,,,,,,,,0.6828358208955224,,,,,,,,
False,2019-07-06,holly holm,amanda nunes,63%,37%,+270,-330,,,,,,,,,0.26044821320411876,,,,,,,,
False,2019-07-06,thiago santos,jon jones,60%,40%,+575,-800,,,,,,,,,0.14285714285714285,,,,,,,,
False,2019-07-09,jacob rosales,jonathan pearce,43%,57%,-250,+210,,,,,,,,,0.6888888888888889,,,,,,,,
False,2019-07-09,justin sumter,maki pitolo,49%,51%,+150,-175,,,,,,,,,0.3859649122807018,,,,,,,,
False,2019-07-09,hunter azure,christian ocon,48%,52%,-600,+450,,,,,,,,,0.8250000000000001,,,,,,,,
False,2019-07-09,kenneth bergh,antonio trocoli,46%,54%,-205,+175,,,,,,,,,0.6489208633093525,,,,,,,,
False,2019-07-09,jesse wallace,joe solecki,59%,41%,+150,-175,,,,,,,,,0.3859649122807018,,,,,,,,
False,2019-07-13,vince morales,benito lopez,42%,58%,-110,-115,,,,,,,,,0.4947698744769875,,,,,,,,
False,2019-07-13,brianna van buren,livinha souza,43%,57%,-110,-110,,,,,,,,,0.5,,,,,,,,
False,2019-07-13,jonathan martinez,liu pingyuan,66%,34%,+150,-175,,,,,,,,,0.3859649122807018,,,,,,,,
False,2019-07-13,ryan hall,darren elkins,49%,51%,-115,-105,,,,,,,,,0.5108342361863488,,,,,,,,
False,2019-07-13,nicco montano,julianna peña,53%,47%,+165,-190,,,,,,,,,0.36546943919344677,,,,,,,,
False,2019-07-13,sheymon moraes,andre fili,55%,45%,-155,+135,,,,,,,,,0.5882115462252725,,,,,,,,
False,2019-07-13,john allan,mike rodriguez,62%,38%,+370,-440,,,,,,,,,0.2070552147239264,,,,,,,,
False,2019-07-13,cezar ferreira,marvin vettori,51%,49%,+120,-140,,,,,,,,,0.43795620437956206,,,,,,,,
False,2019-07-13,wellington turman,karl roberson,57%,43%,+180,-205,,,,,,,,,0.34698521046643915,,,,,,,,
False,2019-07-13,mirsad bektic,josh emmett,43%,57%,-160,+140,,,,,,,,,0.5962732919254659,,,,,,,,
False,2019-07-13,ricky simon,urijah faber,36%,64%,-275,+235,,,,,,,,,0.7107039537126325,,,,,,,,
False,2019-07-13,aspen ladd,germaine de randamie,34%,66%,-110,-110,,,,,,,,,0.5,,,,,,,,
False,2019-07-16,aaron jeffery,brendan allen,65%,35%,+500,-675,+450,-600,-,-,+400,-670,-,-,0.16062176165803108,,,,,,,,
False,2019-07-16,lance lawrence,kevin syler,62%,38%,+185,-220,+225,-300,-,-,+200,-278,-,-,0.337909186906019,,,,,,,,
False,2019-07-16,don'tale mayes,ricardo prasel,42%,58%,-175,+150,-188,+150,-,-,-159,+120,-,-,0.6140350877192983,,,,,,,,
False,2019-07-16,ode' osbourne,armando villarreal,60%,40%,+160,-185,+163,-200,-,-,+140,-190,-,-,0.3720626631853786,,,,,,,,
False,2019-07-16,antonio arroyo,stephen regman,47%,53%,-150,+130,-110,-110,-,-,-110,-121,-,-,0.5798319327731092,,,,,,,,
False,2019-07-20,gabriel silva,ray borg,44%,56%,+210,-250,+150,-188,+155,-195,+155,-195,-,-,0.31111111111111106,,,,,,,,
False,2019-07-20,felipe colares,domingo pilarte,52%,48%,+205,-240,+275,-350,+270,-360,+270,-360,+240,-300,0.3171641791044776,,,,,,,,
False,2019-07-20,jin soo son,mario bautista,37%,63%,-190,+165,-188,+150,-200,+160,-200,+160,-200,+150,0.6345305608065531,,,,,,,,
False,2019-07-20,jennifer maia,roxanne modafferi,35%,65%,-130,+110,-143,+120,-150,+120,-150,+120,-,-,0.5427435387673957,,,,,,,,
False,2019-07-20,klidson abreu,sam alvey,51%,49%,-150,+130,-175,+150,-177,+140,-177,+140,-175,+130,0.5798319327731092,,,,,,,,
False,2019-07-20,irene aldana,raquel pennington,50%,50%,-170,+145,-150,+125,-148,+120,-148,+120,-163,+120,0.6067006554989074,,,,,,,,
False,2019-07-20,steven peterson,alex caceres,45%,55%,+135,-155,+100,-125,-106,-118,-106,-118,+100,-125,0.4117884537747275,,,,,,,,
False,2019-07-20,ben rothwell,andrei arlovski,50%,50%,-175,+150,-188,+163,-200,+160,-200,+160,-188,+150,0.6140350877192983,,,,,,,,
False,2019-07-20,francisco trinaldo,alexander hernandez,51%,49%,+140,-165,+188,-225,+170,-210,+170,-210,+175,-225,0.40090771558245086,,,,,,,,
False,2019-07-20,dan hooker,james vick,48%,52%,-170,+145,-143,+120,-143,+115,-143,+115,-143,+105,0.6067006554989074,,,,,,,,
False,2019-07-20,juan adams,greg hardy,47%,53%,-105,-115,-110,-110,-106,-117,-106,-117,-111,-125,0.4891657638136511,,,,,,,,
False,2019-07-20,walt harris,aleksei oleinik,52%,48%,-158,+138,-163,+138,-162,+130,-162,+130,-167,+120,0.5930856097407103,,,,,,,,
False,2019-07-20,leon edwards,rafael dos anjos,49%,51%,-130,+110,-125,+100,-121,+100,-121,+100,-125,+100,0.5427435387673957,,,,,,,,
False,2019-07-23,kamuela kirk,billy quarantillo,48%,52%,-275,+235,-,-,-,-,-,-,-,-,0.7107039537126325,,,,,,,,
False,2019-07-23,alexander poppeck,jamahal hill,58%,42%,+220,-260,-,-250,-,-230,-,-,-,-250,0.3020134228187919,,,,,,,,
False,2019-07-23,christian lohsen,jj okanovich,47%,53%,+105,-125,-,-,-,-,-,-,-,-,0.4675324675324675,,,,,,,,
False,2019-07-23,sean woodson,terrance mckinney,59%,41%,+275,-335,+275,-400,-,-,-,-,-,-,0.2572062084257206,,,,,,,,
False,2019-07-23,jordan williams,ramazan kuramagomedov,65%,35%,+400,-515,+400,-600,-,-,-,-,-,-,0.19278996865203762,,,,,,,,
False,2019-07-27,kyle stewart,erik koch,49%,51%,-153,+135,-125,+100,-112,-114,-112,-112,-110,-110,0.586972492041466,,,,,,,,
False,2019-07-27,sarah frota,gillian robertson,53%,47%,+130,-150,+125,-150,+110,-137,+110,-137,+120,-150,0.42016806722689076,,,,,,,,
False,2019-07-27,deiveson figueiredo,alexandre pantoja,55%,45%,-120,+100,+100,-125,+100,-125,+114,-141,+100,-125,0.5217391304347826,,,,,,,,
False,2019-07-27,seungwoo choi,gavin tucker,45%,55%,+150,-175,-125,+100,+110,-137,-125,+100,-120,-105,0.3859649122807018,,,,,,,,
False,2019-07-27,yoshinori horie,hakeem dawodu,45%,55%,+320,-385,+300,-400,+300,-400,+300,-400,+300,-400,0.230732635585157,,,,,,,,
False,2019-07-27,viviane araujo,alexis davis,54%,46%,-265,+225,-188,+163,-240,+185,-190,+150,-200,+163,0.7023445463812437,,,,,,,,
False,2019-07-27,krzysztof jotko,marc-andre barriault,46%,54%,-170,+145,-175,+150,-167,+135,-177,+140,-182,+130,0.6067006554989074,,,,,,,,
False,2019-07-27,arman tsarukyan,olivier aubin-mercier,47%,53%,-225,+190,-170,+140,-215,+170,-177,+140,-200,+140,0.6675191815856777,,,,,,,,
False,2019-07-27,niko price,geoff neal,96%,4%,+220,-260,+275,-350,+250,-335,+260,-345,+275,-350,0.3020134228187919,,,,,,,,
False,2019-07-27,felicia spencer,cris cyborg,58%,42%,+475,-625,+380,-500,+450,-670,+350,-480,+375,-549,0.16787264833574528,,,,,,,,
False,2019-07-27,frankie edgar,max holloway,53%,47%,+325,-390,+275,-350,+310,-400,+280,-360,+300,-400,0.22817229336437717,,,,,,,,
True,2019-07-27,giacomo lemos,tanner boser,,,,,,,,,,,,,,,,,,,,,
False,2019-07-30,rodrigo nascimento,michal martinek,49%,51%,+155,-180,-150,+120,-,-,-148,+112,-150,+110,0.37889039242219213,,,,,,,,
False,2019-07-30,rico farrington,daniel rodriguez,59%,41%,+210,-250,+175,-225,-,-,+150,-200,+138,-188,0.31111111111111106,,,,,,,,
False,2019-07-30,tracy cortez,mariya agapova,57%,43%,+145,-165,+100,-125,-,-,-125,-106,-105,-133,0.39596563317146055,,,,,,,,
False,2019-07-30,aalon cruz,steven nguyen,49%,51%,+155,-180,+150,-188,-,-,+140,-190,+120,-163,0.37889039242219213,,,,,,,,
False,2019-07-30,fabio cherant,aleksa camur,58%,42%,+210,-245,+300,-450,-,-,+275,-400,+300,-400,0.3123585332729742,,,,,,,,
False,2019-08-03,miranda granger,hannah goldy,45%,55%,+103,-123,-,-,-,-,+100,-125,+110,-138,0.4717679663204214,,,,,,,,
False,2019-08-03,claudio silva,cole williams,43%,57%,-400,+330,-500,+380,-,-,-500,+360,-549,+375,0.7747747747747749,,,,,,,,
False,2019-08-03,mara romero borella,lauren murphy,53%,47%,-175,+150,-210,+175,-177,+130,-190,+150,-200,+163,0.6140350877192983,,,,,,,,
False,2019-08-03,matt schnell,jordan espinosa,54%,46%,+130,-150,+110,-138,+115,-152,+118,-148,+105,-143,0.42016806722689076,,,,,,,,
False,2019-08-03,lucie pudilova,antonina shevchenko,91%,9%,+145,-170,+120,-143,+150,-200,+120,-150,+120,-150,0.39329934450109244,,,,,,,,
False,2019-08-03,salim touahri,mickey gall,63%,37%,+115,-135,-125,+100,+100,-134,-125,+100,-125,+100,0.447405997144217,,,,,,,,
False,2019-08-03,kennedy nzechukwu,darko stošić,58%,42%,+115,-135,-,-,+105,-139,+100,-125,+100,-125,0.447405997144217,,,,,,,,
False,2019-08-03,dong hyun ma,scott holtzman,59%,41%,+245,-285,+350,-450,+235,-335,+333,-455,+350,-500,0.28138132651196784,,,,,,,,
False,2019-08-03,gerald meerschaert,trevin giles,66%,34%,+130,-150,+140,-170,+115,-152,+145,-182,+138,-175,0.42016806722689076,,,,,,,,
False,2019-08-03,nasrat haqparast,joaquim silva,41%,59%,-230,+195,-350,+275,-250,+180,-360,+275,-275,+210,0.6727813584531482,,,,,,,,
False,2019-08-03,clay guida,jim miller,46%,54%,+146,-171,+130,-160,+140,-190,+130,-162,+130,-163,0.3918110054072811,,,,,,,,
False,2019-08-03,robbie lawler,colby covington,58%,42%,+195,-230,+250,-333,+185,-240,+230,-305,+175,-225,0.32721864154685176,,,,,,,,
False,2019-08-06,jason perrin,dwight joseph,44%,56%,-160,+145,-163,+125,-,-,-,-,-175,+125,0.6012269938650306,,,,,,,,
False,2019-08-06,andre muniz,taylor johnson,57%,43%,+210,-250,+180,-250,-,-,-,-,+188,-275,0.31111111111111106,,,,,,,,
False,2019-08-06,darrick minner,herbert burns,65%,35%,+475,-650,+400,-650,-,-,-,-,+400,-699,0.1671309192200557,,,,,,,,
False,2019-08-06,lucrezia ria,marilia santos,57%,43%,+200,-235,+190,-250,-,-,-,-,+175,-250,0.32211538461538464,,,,,,,,
False,2019-08-06,omar morales,harvey park,62%,38%,+210,-250,-,-,-,-,-,-,-,-,0.31111111111111106,,,,,,,,
False,2019-08-10,polyana viana,veronica macedo,58%,42%,-135,+115,+125,-150,-,-,+110,-137,+110,-138,0.552594002855783,,,,,,,,
False,2019-08-10,gilbert burns,aleksei kunchenko,48%,52%,+135,-155,+110,-138,-,-,+125,-155,+115,-138,0.4117884537747275,,,,,,,,
False,2019-08-10,alex da silva,kazula vargas,47%,53%,-240,+205,-333,+250,-,-,-278,+215,-333,+250,0.6828358208955224,,,,,,,,
False,2019-08-10,chris gutierrez,geraldo de freitas,67%,33%,+110,-130,+125,-150,-,-,+120,-150,+110,-138,0.4572564612326044,,,,,,,,
False,2019-08-10,raulian paiva,rogerio bontorin,44%,56%,-105,-115,-125,+100,-,-,-106,-118,-120,-105,0.4891657638136511,,,,,,,,
False,2019-08-10,marina rodriguez,tecia torres,63%,37%,+125,-145,+140,-170,-,-,+140,-177,+130,-163,0.42888402625820565,,,,,,,,
False,2019-08-10,raphael pessoa,ciryl gane,62%,38%,+345,-415,+350,-450,-,-,+310,-455,+350,-549,0.2180586429554356,,,,,,,,
False,2019-08-10,bobby moffett,enrique barzola,52%,48%,+145,-170,+138,-163,-,-,+120,-148,+110,-138,0.39329934450109244,,,,,,,,
False,2019-08-10,oskar piechota,rodolfo vieira,62%,38%,+170,-240,+175,-210,-,-,+188,-240,+175,-225,0.3441295546558704,,,,,,,,
False,2019-08-10,ilir latifi,volkan oezdemir,54%,46%,+130,-150,+150,-175,-,-,+140,-175,+130,-163,0.42016806722689076,,,,,,,,
False,2019-08-10,humberto bandenay,eduardo garagorri,33%,67%,+114,-134,+125,-150,-,-,+110,-134,+110,-138,0.4493432675320685,,,,,,,,
False,2019-08-10,mike perry,vicente luque,49%,51%,+175,-205,+200,-250,-,-,+180,-230,+155,-222,0.3510791366906475,,,,,,,,
False,2019-08-10,liz carmouche,valentina shevchenko,40%,60%,+825,-1250,+700,-1200,-,-,+650,-1000,+700,-1205,0.10454985479186836,,,,,,,,
False,2019-08-13,karl reed,julius anglickas,63%,37%,+160,-185,+150,-175,-,-,+120,-159,+125,-163,0.3720626631853786,,,,,,,,
False,2019-08-13,ray rodriguez,tony gravely,61%,39%,+385,-500,+300,-400,-,-,+325,-500,+350,-549,0.1983471074380165,,,,,,,,
False,2019-08-13,sarah alpar,shanna young,39%,61%,+160,-185,+125,-150,-,-,+130,-177,+130,-175,0.3720626631853786,,,,,,,,
False,2019-08-13,brok weaver,devin smyth,46%,54%,+105,-125,+125,-150,-,-,+104,-137,-133,-105,0.4675324675324675,,,,,,,,
False,2019-08-13,herdem alacabek,william knight,48%,52%,-130,+110,-170,+140,-,-,-190,+140,-200,+150,0.5427435387673957,,,,,,,,
False,2019-08-17,shana dobson,sabina mazo,36%,64%,+130,-150,+110,-138,-,-,+115,-139,+100,-125,0.42016806722689076,,,,,,,,
False,2019-08-17,brandon davis,kyung ho kang,56%,44%,+150,-175,+170,-200,-,-,+170,-215,+150,-188,0.3859649122807018,,,,,,,,
False,2019-08-17,jodie esquibel,hannah cifers,44%,56%,+210,-250,+240,-300,-,-,+235,-305,+240,-303,0.31111111111111106,,,,,,,,
False,2019-08-17,drakkar klose,christos giagos,54%,46%,-200,+170,-175,+150,-,-,-190,+150,-188,+150,0.6428571428571429,,,,,,,,
False,2019-08-17,khama worthy,devonte smith,67%,33%,+525,-700,+600,-1000,-,-,+600,-1000,+600,-1000,0.15458937198067635,,,,,,,,
False,2019-08-17,casey kenney,manny bermudez,53%,47%,+105,-125,+140,-170,-,-,+145,-182,+138,-175,0.4675324675324675,,,,,,,,
False,2019-08-17,cory sandhagen,raphael assuncao,63%,37%,-185,+160,-250,+200,-,-,-250,+200,-250,+200,0.6279373368146214,,,,,,,,
False,2019-08-17,ian heinisch,derek brunson,55%,45%,-200,+170,-160,+130,-,-,-150,+120,-161,+125,0.6428571428571429,,,,,,,,
False,2019-08-17,sodiq yusuff,gabriel benitez,45%,55%,-310,+260,-300,+240,-,-,-286,+225,-350,+260,0.7313237221494101,,,,,,,,
False,2019-08-17,paulo costa,yoel romero,50%,50%,+150,-175,+130,-160,-,-,+130,-162,+120,-150,0.3859649122807018,,,,,,,,
False,2019-08-17,nate diaz,anthony pettis,48%,52%,-110,-110,+110,-138,-,-,+100,-122,+105,-143,0.5,,,,,,,,
False,2019-08-17,stipe miocic,daniel cormier,52%,48%,+120,-140,+110,-138,-,-,+125,-152,+110,-154,0.43795620437956206,,,,,,,,
False,2019-08-20,ricky steele,phil caracappa,64%,36%,-200,+150,+125,-163,-,-,+110,-143,+140,-200,0.625,,,,,,,,
False,2019-08-20,micol disegni,mallory martin,56%,44%,+225,-350,+250,-333,-,-,+240,-345,+280,-450,0.28346456692913385,,,,,,,,
False,2019-08-20,desmond torres,steve garcia,50%,50%,+105,-145,+100,-125,-,-,-103,-122,-125,-110,0.45182111572153066,,,,,,,,
False,2019-08-20,marcos brigagao,jamal pogues,50%,50%,-115,-125,+120,-150,-,-,+110,-143,+110,-150,0.490521327014218,,,,,,,,
False,2019-08-20,leon shahbazyan,phil rowe,42%,58%,-150,+110,-275,+225,-,-,-200,+150,-300,+200,0.5575221238938053,,,,,,,,
False,2019-08-27,tj brown,dylan lockard,49%,51%,-170,+140,-154,+120,-157,+127,-157,+127,-163,+125,0.6017699115044248,,,,,,,,
False,2019-08-27,dustin joynson,ben sosoli,52%,48%,-150,+120,-130,+100,-148,+110,-148,+110,-138,+110,0.5689655172413793,,,,,,,,
False,2019-08-27,peter barrett,sang hoon yoo,55%,45%,+105,-145,+110,-143,+115,-155,+115,-155,-110,-118,0.45182111572153066,,,,,,,,
False,2019-08-27,impa kasanganay,kailan hill,71%,29%,+325,-425,+400,-600,+400,-670,+400,-670,+300,-400,0.22520107238605896,,,,,,,,
False,2019-08-27,teddy ash,dusko todorovic,47%,53%,+300,-400,+200,-275,+225,-305,+225,-305,+300,-400,0.23809523809523808,,,,,,,,
False,2019-08-31,karol rosa,lara procopio,48%,52%,-110,-110,-125,+100,-125,+100,-125,+100,-125,+100,0.5,,,,,,,,
False,2019-08-31,alateng heili,danaa batgerel,37%,63%,-105,-115,-125,+100,-121,-106,-121,-106,-110,-110,0.4891657638136511,,,,,,,,
False,2019-08-31,thiago moises,damir ismagulov,51%,49%,+150,-180,+175,-210,+165,-215,+165,-215,+180,-225,0.3835616438356164,,,,,,,,
False,2019-08-31,da-un jung,khadis ibragimov,70%,30%,+215,-255,+200,-250,+215,-278,+215,-278,+210,-275,0.30649687027843725,,,,,,,,
False,2019-08-31,su mudaerji,andre soukhamthath,54%,46%,+145,-170,+130,-160,+135,-167,+135,-167,+130,-163,0.39329934450109244,,,,,,,,
False,2019-08-31,junyong park,anthony hernandez,60%,40%,+160,-185,+130,-160,+120,-150,+120,-150,+120,-150,0.3720626631853786,,,,,,,,
False,2019-08-31,derrick krantz,song kenan,56%,44%,-105,-115,-125,+100,-125,+100,-125,+100,-120,-105,0.4891657638136511,,,,,,,,
False,2019-08-31,wu yanan,mizuki inoue,67%,33%,+115,-135,+120,-143,+120,-150,+120,-150,+120,-150,0.447405997144217,,,,,,,,
False,2019-08-31,mark de la rosa,kai kara-france,48%,52%,+165,-205,+188,-225,+175,-225,+175,-225,+150,-188,0.35956380783966996,,,,,,,,
False,2019-08-31,li jingliang,elizeu zaleski dos santos,43%,57%,+240,-280,+225,-275,+225,-295,+225,-295,+210,-275,0.2852852852852853,,,,,,,,
False,2019-08-31,zhang weili,jessica andrade,52%,48%,+160,-185,+140,-170,+165,-200,+155,-200,+140,-175,0.3720626631853786,,,,,,,,
True,2019-08-31,lu zhenhong,movsar evloev,,,,,,,,,,,,,,,,,,,,,
False,2019-09-07,fares ziam,don madge,54%,46%,+155,-180,+140,-170,+140,-177,+140,-177,+145,-188,0.37889039242219213,,,,,,,,
False,2019-09-07,andrea lee,joanne wood,39%,61%,-190,+165,-220,+180,-230,+180,-250,+195,-250,+185,0.6345305608065531,,,,,,,,
False,2019-09-07,zak cummings,omari akhmedov,54%,46%,+120,-140,+100,-125,+100,-125,+100,-125,+100,-125,0.43795620437956206,,,,,,,,
False,2019-09-07,muslim salikhov,nordine taleb,50%,50%,-125,+105,+100,-125,+100,-125,+100,-125,+100,-125,0.5324675324675325,,,,,,,,
False,2019-09-07,takashi sato,belal muhammad,61%,39%,+230,-270,+300,-400,+300,-400,+300,-400,+300,-400,0.2934179222839017,,,,,,,,
False,2019-09-07,sarah moras,liana jojua,66%,34%,+160,-185,+130,-160,+130,-162,+130,-162,+120,-167,0.3720626631853786,,,,,,,,
False,2019-09-07,teemu packalen,ottman azaitar,51%,49%,+200,-235,+170,-200,+155,-200,+155,-200,+175,-225,0.32211538461538464,,,,,,,,
False,2019-09-07,lerone murphy,zubaira tukhugov,61%,39%,+415,-530,+250,-333,+250,-335,+250,-335,+235,-357,0.18752790593838367,,,,,,,,
False,2019-09-07,diego ferreira,mairbek taisumov,65%,35%,+225,-265,+225,-275,+230,-305,+230,-305,+195,-286,0.2976554536187564,,,,,,,,
False,2019-09-07,shamil abdurakhimov,curtis blaydes,61%,39%,+230,-270,+380,-500,+350,-500,+350,-500,+350,-500,0.2934179222839017,,,,,,,,
False,2019-09-07,davi ramos,islam makhachev,36%,64%,+190,-225,+300,-400,+270,-360,+270,-360,+260,-350,0.33248081841432225,,,,,,,,
False,2019-09-07,paul felder,edson barboza,54%,46%,+135,-155,+110,-138,+105,-129,+105,-129,+110,-138,0.4117884537747275,,,,,,,,
False,2019-09-07,dustin poirier,khabib nurmagomedov,59%,41%,+290,-355,+275,-350,-,-,+275,-360,+333,-450,0.24734982332155478,,,,,,,,
False,2019-09-14,hunter azure,brad katona,49%,51%,+145,-170,+110,-138,+115,-143,+115,-143,+120,-163,0.39329934450109244,,,,,,,,
False,2019-09-14,austin hubbard,kyle prepolec,50%,50%,-220,+185,-138,+110,-130,+105,-130,+105,-150,+120,0.662090813093981,,,,,,,,
False,2019-09-14,ryan macdonald,louis smolka,46%,54%,+155,-180,+200,-250,+195,-250,+195,-250,+188,-250,0.37889039242219213,,,,,,,,
False,2019-09-14,jordan griffin,chas skelly,51%,49%,-132,+112,-150,+125,-150,+120,-150,+120,-150,+120,0.5467333541731791,,,,,,,,
False,2019-09-14,miles johns,cole smith,44%,56%,-125,+105,-138,+110,-136,+107,-136,+107,-138,+110,0.5324675324675325,,,,,,,,
False,2019-09-14,tristan connelly,michel pereira,57%,43%,+410,-525,-,-,-,-,-,-,+325,-556,0.18925056775170324,,,,,,,,
False,2019-09-14,augusto sakai,marcin tybura,61%,39%,+100,-120,-125,+100,-125,+100,-125,+100,-125,+100,0.4782608695652174,,,,,,,,
False,2019-09-14,jimmy crute,misha cirkunov,54%,46%,-135,+115,-110,-110,-118,-106,-118,-106,-118,-105,0.552594002855783,,,,,,,,
False,2019-09-14,uriah hall,antonio carlos jr.,59%,41%,+145,-170,+225,-275,+185,-240,+185,-240,+200,-250,0.39329934450109244,,,,,,,,
False,2019-09-14,nikita krylov,glover teixeira,50%,50%,-120,+100,-110,-110,-129,-103,-129,-103,-133,-105,0.5217391304347826,,,,,,,,
False,2019-09-14,justin gaethje,donald cerrone,49%,51%,-200,+170,-175,+150,-186,+150,-186,+150,-182,+150,0.6428571428571429,,,,,,,,
True,2019-09-14,jeff hughes,todd duffee,,,,,,,,,,,,,,,,,,,,,
False,2019-09-21,marcos mariano,claudio puelles,34%,66%,+175,-205,+240,-300,+250,-335,+250,-335,+260,-350,0.3510791366906475,,,,,,,,
False,2019-09-21,bethe correia,sijara eubanks,60%,40%,+250,-300,+240,-333,+215,-278,+215,-278,+210,-275,0.27586206896551724,,,,,,,,
False,2019-09-21,paul craig,vinicius moreira,51%,49%,-105,-115,-,-,+100,-125,+100,-125,-,-,0.4891657638136511,,,,,,,,
False,2019-09-21,tyson nam,sergio pettis,49%,51%,+280,-340,+275,-350,+250,-335,+250,-335,+260,-350,0.2540415704387991,,,,,,,,
False,2019-09-21,angela hill,ariane carnelossi,53%,47%,-110,-110,-125,+100,-134,+105,-134,+105,-150,+120,0.5,,,,,,,,
False,2019-09-21,kyle nelson,polo reyes,53%,47%,+100,-120,-110,-110,-125,+100,-125,+100,-120,-105,0.4782608695652174,,,,,,,,
False,2019-09-21,carlos huachin,jose quinonez,47%,53%,+145,-170,+130,-160,-,-,-,-,+120,-150,0.39329934450109244,,,,,,,,
False,2019-09-21,steven peterson,martin bravo,54%,46%,-110,-110,+100,-125,+110,-134,+110,-134,+100,-125,0.5,,,,,,,,
False,2019-09-21,vanessa melo,irene aldana,52%,48%,+420,-550,+450,-600,+400,-590,+400,-590,+400,-588,0.18518518518518517,,,,,,,,
False,2019-09-21,askar askarov,brandon moreno,47%,53%,-170,+145,-170,+140,-177,+138,-177,+138,-175,+140,0.6067006554989074,,,,,,,,
False,2019-09-21,alexa grasso,carla esparza,59%,41%,-150,+130,-163,+138,-150,+120,-150,+120,-138,+110,0.5798319327731092,,,,,,,,
False,2019-09-21,jeremy stephens,yair rodriguez,54%,46%,-105,-115,+110,-138,+105,-134,+105,-134,+100,-125,0.4891657638136511,,,,,,,,
False,2019-09-28,nohelin hernandez,jack shore,40%,60%,+145,-170,+180,-220,+142,-182,+142,-182,+210,-275,0.39329934450109244,,,,,,,,
False,2019-09-28,lando vannata,marc diakiese,37%,63%,+125,-145,+155,-175,+125,-155,+125,-155,+130,-163,0.42888402625820565,,,,,,,,
False,2019-09-28,lina lansberg,macy chiasson,49%,51%,+425,-600,+350,-450,+325,-455,+325,-455,+400,-549,0.18181818181818185,,,,,,,,
False,2019-09-28,giga chikadze,brandon davis,52%,48%,+125,-145,+135,-155,+130,-162,+130,-162,+120,-150,0.42888402625820565,,,,,,,,
False,2019-09-28,siyar bahadurzada,ismail naurdiev,39%,61%,+155,-180,+170,-200,+175,-225,+175,-225,+163,-225,0.37889039242219213,,,,,,,,
False,2019-09-28,makhmud muradov,alessio di chirico,57%,43%,-162,+142,-150,+130,-162,+130,-162,+130,-163,+130,0.5994128799461808,,,,,,,,
False,2019-09-28,alen amedovski,john phillips,48%,52%,-102,-118,-120,+100,-130,+105,-130,+105,-125,+100,0.4826358742837298,,,,,,,,
False,2019-09-28,alex oliveira,nicolas dalby,43%,57%,-183,+158,-140,+120,-143,+115,-143,+115,-150,+120,0.6252350557512515,,,,,,,,
False,2019-09-28,ovince saint preux,michal oleksiejczuk,65%,35%,+190,-225,+225,-275,+195,-250,+195,-250,+230,-300,0.33248081841432225,,,,,,,,
False,2019-09-28,ion cutelaba,khalil rountree jr.,44%,56%,+120,-140,+100,-120,-112,-112,-112,-112,+100,-125,0.43795620437956206,,,,,,,,
False,2019-09-28,gilbert burns,gunnar nelson,52%,48%,-130,+110,-120,+100,-124,+100,-124,+100,-138,+110,0.5427435387673957,,,,,,,,
False,2019-09-28,danilo belluardo,mark o. madsen,60%,40%,+400,-550,+475,-650,+500,-770,+500,-770,+400,-599,0.19117647058823528,,,,,,,,
False,2019-09-28,jared cannonier,jack hermansson,62%,38%,+195,-230,+200,-250,-,-,+220,-278,+210,-275,0.32721864154685176,,,,,,,,
False,2019-10-05,bruno silva,khalid taha,45%,55%,+210,-245,+185,-225,+188,-240,+188,-240,+175,-225,0.3123585332729742,,,,,,,,
